Customer_ID,Age,Gender,Annual_Income,Total_Spent,Num_Purchases,Avg_Purchase_Value,Preferred_Style,Preferred_Color,Loyalty_Program_Member,Preferred_Shopping_Day,Online_vs_InStore,Coupon_Usage_Frequency,Time_Since_Last_Purchase_Days,Last_Purchase_Category,Loyalty_Points_Accumulated,Store_Visits_Per_Month,Customer_Since
CUST0204,41,Female,76803,8938.85,73,122.45,Sporty,Red,1,Wednesday,InStore,Rarely,27,Footwear,5226,7,2020-10-09
CUST0205,21,Female,24781,242.16,12,20.18,Casual,Green,1,Friday,Online,Rarely,30,Electronics,9435,4,2020-09-11
CUST0206,59,Female,41061,1387.68,42,33.04,Vintage,Yellow,1,Sunday,Online,Often,46,Accessories,2393,9,2021-05-14
CUST0207,53,Male,47764,4591.72,92,49.91,Vintage,Green,0,Sunday,InStore,Never,86,Clothing,1565,1,2023-11-24
CUST0208,53,Other,37583,542.7,18,30.15,Vintage,Blue,0,Sunday,Online,Sometimes,8,Beauty,1306,10,2022-01-13
CUST0209,61,Male,45986,417.84,12,34.82,Vintage,Green,1,Sunday,Online,Sometimes,36,Beauty,4797,1,2022-11-10
CUST0210,38,Male,96416,4955.84,32,154.87,Bohemian,Red,0,Saturday,Online,Sometimes,33,Footwear,547,7,2021-10-30
CUST0211,23,Other,33304,2301.12,68,33.84,Casual,Blue,0,Friday,Online,Often,11,Home Decor,1757,1,2020-09-01
CUST0212,24,Other,32427,1916.32,58,33.04,Casual,White,0,Friday,InStore,Often,11,Electronics,1731,7,2024-01-25
CUST0213,45,Other,88113,2105.4,22,95.7,Sporty,Red,0,Wednesday,Online,Often,73,Electronics,555,1,2020-11-27
CUST0214,22,Other,37794,2807.68,82,34.24,Casual,Red,0,Friday,InStore,Rarely,27,Beauty,295,7,2023-06-09
CUST0215,22,Male,25323,2028.68,82,24.74,Casual,Green,1,Friday,InStore,Sometimes,50,Home Decor,2392,2,2023-10-30
CUST0216,36,Female,71759,2915.88,22,132.54,Bohemian,Blue,0,Saturday,Online,Often,77,Electronics,1984,6,2023-07-09
CUST0217,22,Male,34763,2514.96,72,34.93,Casual,Black,1,Friday,Online,Often,85,Electronics,1504,10,2022-08-26
CUST0218,48,Male,68075,2383.93,19,125.47,Sporty,Black,0,Wednesday,Online,Often,20,Home Decor,797,6,2021-08-21
CUST0219,37,Female,62998,1394.5,10,139.45,Sporty,White,1,Wednesday,InStore,Never,12,Accessories,7161,8,2022-07-22
CUST0220,42,Male,86791,10277.12,62,165.76,Bohemian,Red,0,Saturday,Online,Never,77,Footwear,1768,7,2022-01-30
CUST0221,22,Male,33559,1850.83,59,31.37,Casual,Yellow,0,Friday,InStore,Rarely,49,Accessories,284,5,2023-07-09
CUST0222,40,Male,76158,2423.68,28,86.56,Sporty,Blue,1,Wednesday,Online,Rarely,10,Footwear,4223,4,2024-05-21
CUST0223,60,Male,36407,2790.04,68,41.03,Vintage,Blue,1,Sunday,Online,Sometimes,80,Electronics,5499,8,2024-11-14
CUST0224,42,Other,86721,9166.08,93,98.56,Sporty,Blue,1,Wednesday,Online,Always,26,Electronics,5247,3,2022-01-02
CUST0225,56,Other,39550,3657.36,98,37.32,Vintage,White,0,Sunday,Online,Rarely,51,Footwear,233,10,2023-05-18
CUST0226,35,Other,57879,2613.27,33,79.19,Formal,Green,0,Monday,InStore,Sometimes,27,Electronics,1633,5,2020-08-17
CUST0227,24,Other,36361,752.22,27,27.86,Casual,Black,0,Friday,Online,Rarely,55,Electronics,151,8,2020-12-05
CUST0228,40,Other,89078,11541.2,61,189.2,Bohemian,Green,1,Saturday,InStore,Often,47,Home Decor,8896,10,2021-08-26
CUST0229,19,Other,28134,3066.28,94,32.62,Casual,Black,0,Friday,InStore,Never,83,Home Decor,1324,7,2023-08-10
CUST0230,48,Male,74105,3119.72,23,135.64,Sporty,Red,1,Wednesday,Online,Often,72,Beauty,9524,4,2023-10-02
CUST0231,56,Other,42816,3110.52,69,45.08,Vintage,Green,0,Sunday,Online,Never,14,Footwear,851,2,2021-07-18
CUST0232,20,Female,31414,1545.46,49,31.54,Casual,White,0,Friday,InStore,Sometimes,13,Electronics,1478,8,2023-12-06
CUST0233,37,Other,69839,1717.2,15,114.48,Sporty,Red,0,Wednesday,InStore,Sometimes,87,Accessories,1904,4,2021-10-11
CUST0234,30,Female,88084,3585.6,30,119.52,Bohemian,Green,1,Saturday,InStore,Rarely,52,Home Decor,3122,3,2024-04-01
CUST0235,57,Male,30956,4546.96,88,51.67,Vintage,White,1,Sunday,Online,Often,27,Footwear,1125,10,2022-08-14
CUST0236,20,Male,31986,1306.62,51,25.62,Casual,White,0,Friday,Online,Often,68,Home Decor,641,10,2020-09-16
CUST0237,60,Male,42862,2612.05,85,30.73,Vintage,Black,1,Sunday,InStore,Sometimes,87,Home Decor,4973,10,2021-02-06
CUST0238,27,Female,92023,4442.85,27,164.55,Bohemian,Red,0,Saturday,Online,Rarely,89,Accessories,1046,7,2022-09-13
CUST0239,60,Female,34517,2930.73,83,35.31,Vintage,White,0,Sunday,Online,Sometimes,83,Accessories,1136,3,2023-01-11
CUST0240,55,Female,34597,1920.93,33,58.21,Vintage,White,0,Sunday,InStore,Always,63,Accessories,399,7,2025-03-08
CUST0241,41,Female,91399,14263.47,73,195.39,Bohemian,Yellow,1,Saturday,Online,Often,63,Accessories,1454,10,2020-08-06
CUST0242,21,Female,29571,536.2,14,38.3,Casual,Blue,1,Friday,Online,Sometimes,64,Beauty,8469,2,2025-02-28
CUST0243,28,Female,78778,10824.58,79,137.02,Bohemian,Green,0,Saturday,InStore,Sometimes,28,Electronics,209,4,2025-02-20
CUST0244,49,Female,61056,5432.36,67,81.08,Sporty,Black,0,Wednesday,Online,Always,31,Accessories,1660,10,2023-05-08
CUST0245,49,Other,83289,12758.24,88,144.98,Sporty,White,0,Wednesday,InStore,Often,27,Clothing,1167,6,2021-12-21
CUST0246,33,Male,89557,11139.96,78,142.82,Bohemian,Black,1,Saturday,Online,Rarely,66,Home Decor,1660,3,2023-04-08
CUST0247,65,Other,31942,2655.0,45,59.0,Vintage,Blue,0,Sunday,Online,Often,32,Home Decor,804,8,2025-02-25
CUST0248,35,Female,48805,7101.9,90,78.91,Formal,White,1,Monday,Online,Often,12,Electronics,8547,5,2022-08-22
CUST0249,43,Other,75992,7125.21,51,139.71,Sporty,Red,0,Wednesday,InStore,Sometimes,86,Home Decor,733,2,2023-03-15
CUST0250,37,Male,77137,8284.16,64,129.44,Bohemian,White,1,Saturday,Online,Rarely,71,Beauty,2239,10,2022-05-03
CUST0251,63,Male,41263,4030.35,97,41.55,Vintage,Red,0,Sunday,InStore,Often,3,Clothing,1903,3,2023-01-19
CUST0252,58,Male,30022,3553.92,64,55.53,Vintage,Yellow,0,Sunday,InStore,Rarely,36,Clothing,1340,6,2022-03-18
CUST0253,37,Other,72184,9707.1,95,102.18,Sporty,Blue,0,Wednesday,Online,Rarely,90,Accessories,879,2,2022-08-19
CUST0254,18,Male,26993,1660.69,71,23.39,Casual,Blue,0,Friday,InStore,Sometimes,2,Home Decor,703,2,2025-01-14
CUST0255,62,Male,34331,3315.7,71,46.7,Vintage,Blue,1,Sunday,Online,Often,14,Footwear,6122,5,2024-10-17
CUST0256,32,Other,44362,7183.36,92,78.08,Formal,Blue,0,Monday,InStore,Never,84,Accessories,901,6,2021-05-14
CUST0257,28,Other,53490,6237.44,88,70.88,Formal,White,0,Monday,Online,Never,16,Beauty,1495,7,2024-02-22
CUST0258,42,Male,70305,3237.3,27,119.9,Sporty,Black,0,Wednesday,Online,Sometimes,78,Footwear,1595,1,2024-01-09
CUST0259,39,Other,76965,7551.6,87,86.8,Sporty,Blue,1,Wednesday,Online,Never,31,Electronics,6422,2,2022-07-25
CUST0260,33,Other,59461,1300.55,19,68.45,Formal,Red,1,Monday,InStore,Rarely,73,Electronics,6086,9,2020-05-12
CUST0261,33,Other,42391,956.4,12,79.7,Formal,Red,0,Monday,Online,Never,8,Electronics,1037,5,2023-11-25
CUST0262,38,Female,83879,11286.99,99,114.01,Bohemian,Red,0,Saturday,Online,Rarely,66,Accessories,1995,3,2023-09-10
CUST0263,35,Other,82803,12905.55,85,151.83,Bohemian,Yellow,0,Saturday,Online,Sometimes,31,Clothing,500,2,2021-08-19
CUST0264,52,Other,44856,4956.16,88,56.32,Vintage,Red,1,Sunday,InStore,Sometimes,23,Clothing,307,3,2022-12-16
CUST0265,20,Other,36266,1880.28,54,34.82,Casual,Green,1,Friday,Online,Rarely,35,Home Decor,2034,1,2024-11-09
CUST0266,48,Other,74068,5666.76,44,128.79,Sporty,Red,1,Wednesday,InStore,Sometimes,10,Electronics,7557,9,2021-04-20
CUST0267,36,Male,76371,10591.94,82,129.17,Sporty,Black,0,Wednesday,Online,Never,74,Home Decor,1480,2,2023-03-13
CUST0268,34,Male,40084,911.7,15,60.78,Formal,Blue,0,Monday,Online,Sometimes,20,Accessories,1907,1,2024-03-02
CUST0269,45,Female,83741,4915.68,38,129.36,Bohemian,Blue,1,Saturday,InStore,Rarely,10,Beauty,6208,2,2020-08-29
CUST0270,26,Other,75876,6875.72,38,180.94,Bohemian,Red,1,Saturday,Online,Sometimes,37,Footwear,5462,2,2024-05-21
CUST0271,39,Male,70261,10317.57,57,181.01,Bohemian,Black,1,Saturday,InStore,Rarely,48,Beauty,8183,4,2024-01-05
CUST0272,32,Female,74933,1867.1,10,186.71,Bohemian,Red,0,Saturday,InStore,Sometimes,89,Clothing,1947,6,2023-06-08
CUST0273,24,Male,30076,879.98,23,38.26,Casual,Green,0,Friday,Online,Always,19,Home Decor,573,2,2020-07-06
CUST0274,21,Other,37031,1874.26,62,30.23,Casual,Black,1,Friday,InStore,Never,13,Beauty,2287,7,2022-10-23
CUST0275,18,Male,34253,2822.82,94,30.03,Casual,Blue,1,Friday,Online,Rarely,51,Home Decor,5445,6,2021-12-07
CUST0276,55,Male,37654,1025.05,19,53.95,Vintage,Blue,0,Sunday,Online,Rarely,60,Footwear,832,2,2024-09-05
CUST0277,36,Female,95242,5940.0,36,165.0,Bohemian,Black,1,Saturday,Online,Rarely,21,Home Decor,5084,10,2022-12-26
CUST0278,21,Male,30741,953.12,28,34.04,Casual,Yellow,0,Friday,InStore,Sometimes,7,Home Decor,612,5,2023-04-17
CUST0279,26,Other,53251,4949.29,67,73.87,Formal,Yellow,0,Monday,Online,Never,18,Clothing,24,1,2025-03-16
CUST0280,28,Female,46492,4678.7,61,76.7,Formal,Yellow,0,Monday,InStore,Rarely,10,Clothing,132,4,2020-08-07
CUST0281,63,Female,34220,842.94,21,40.14,Vintage,Red,0,Sunday,InStore,Never,74,Electronics,1682,7,2021-10-07
CUST0282,51,Female,42541,4003.19,97,41.27,Vintage,Blue,1,Sunday,Online,Rarely,36,Electronics,2535,1,2022-11-06
CUST0283,44,Other,90217,4485.4,41,109.4,Bohemian,Black,1,Saturday,Online,Sometimes,8,Clothing,4683,7,2022-03-08
CUST0284,32,Other,46535,6196.2,92,67.35,Formal,Blue,0,Monday,InStore,Often,46,Electronics,1115,8,2023-09-23
CUST0285,50,Female,78535,6106.48,74,82.52,Sporty,White,1,Wednesday,Online,Rarely,29,Clothing,4702,1,2024-07-18
CUST0286,59,Male,41712,3693.48,84,43.97,Vintage,Blue,0,Sunday,Online,Rarely,69,Home Decor,114,4,2021-12-08
CUST0287,37,Male,81626,4936.32,32,154.26,Bohemian,Blue,1,Saturday,InStore,Often,76,Clothing,5861,10,2020-08-03
CUST0288,29,Female,88451,4374.1,34,128.65,Bohemian,Green,1,Saturday,Online,Never,8,Accessories,9957,4,2020-06-21
CUST0289,25,Other,20022,1654.64,52,31.82,Casual,Blue,0,Friday,Online,Rarely,42,Clothing,44,3,2023-02-26
CUST0290,29,Other,95374,2473.2,24,103.05,Bohemian,Black,0,Saturday,Online,Always,51,Beauty,206,6,2022-12-17
CUST0291,41,Other,64471,2478.3,30,82.61,Sporty,White,1,Wednesday,InStore,Rarely,72,Home Decor,5946,4,2022-11-22
CUST0292,30,Other,82398,8930.74,49,182.26,Bohemian,Yellow,1,Saturday,Online,Often,90,Beauty,6515,10,2021-10-31
CUST0293,20,Other,39739,1360.0,50,27.2,Casual,Blue,0,Friday,InStore,Rarely,10,Accessories,710,6,2021-12-08
CUST0294,27,Male,51001,3605.27,67,53.81,Formal,Black,0,Monday,Online,Never,33,Clothing,1475,1,2022-06-14
CUST0295,24,Male,34359,1917.72,63,30.44,Casual,White,1,Friday,InStore,Sometimes,49,Clothing,7955,10,2021-06-27
CUST0296,28,Male,54787,1388.9,19,73.1,Formal,Black,0,Monday,Online,Always,10,Footwear,348,7,2021-01-31
CUST0297,27,Female,57925,1185.87,21,56.47,Formal,Green,1,Monday,InStore,Sometimes,84,Accessories,7213,3,2020-10-05
CUST0298,19,Male,30849,1168.56,36,32.46,Casual,White,1,Friday,InStore,Rarely,13,Clothing,6537,10,2024-03-06
CUST0299,40,Female,75032,1736.48,16,108.53,Bohemian,Red,1,Saturday,Online,Often,81,Beauty,7969,4,2025-01-01
CUST0300,18,Other,26781,651.93,31,21.03,Casual,Black,0,Friday,Online,Rarely,51,Electronics,1001,5,2024-11-02
CUST0301,24,Female,26058,1745.91,57,30.63,Casual,Black,0,Friday,Online,Rarely,60,Footwear,463,5,2024-12-07
CUST0302,26,Other,74952,15251.94,99,154.06,Bohemian,Red,0,Saturday,InStore,Often,53,Beauty,465,9,2024-05-20
CUST0303,24,Other,37123,2063.25,63,32.75,Casual,Yellow,1,Friday,InStore,Rarely,39,Clothing,6568,1,2021-08-26
CUST0304,43,Other,99506,13118.36,76,172.61,Bohemian,Yellow,0,Saturday,Online,Often,23,Accessories,1990,4,2022-10-15
CUST0305,28,Male,41398,5073.92,64,79.28,Formal,Yellow,1,Monday,Online,Often,19,Beauty,4325,6,2023-11-27
CUST0306,19,Female,32717,2456.73,81,30.33,Casual,Green,1,Friday,InStore,Sometimes,2,Home Decor,9726,9,2023-03-10
CUST0307,52,Male,43580,1151.01,29,39.69,Vintage,Green,0,Sunday,InStore,Sometimes,13,Footwear,1776,9,2020-05-05
CUST0308,50,Female,73464,5833.38,43,135.66,Sporty,Yellow,1,Wednesday,InStore,Sometimes,23,Footwear,6702,3,2022-12-23
CUST0309,44,Female,92308,12453.84,98,127.08,Bohemian,Red,1,Saturday,InStore,Rarely,31,Clothing,7885,5,2021-02-22
CUST0310,36,Female,71071,5315.04,48,110.73,Sporty,Black,1,Wednesday,InStore,Often,30,Accessories,5023,8,2024-12-30
CUST0311,40,Other,83881,5385.87,63,85.49,Sporty,Yellow,0,Wednesday,Online,Rarely,53,Home Decor,992,9,2023-03-06
CUST0312,49,Male,61841,6132.75,75,81.77,Sporty,Red,1,Wednesday,InStore,Sometimes,68,Beauty,574,3,2025-01-11
CUST0313,29,Male,41888,3234.08,41,78.88,Formal,White,0,Monday,InStore,Often,36,Footwear,1686,8,2021-02-04
CUST0314,37,Other,90821,4590.0,25,183.6,Bohemian,Red,0,Saturday,Online,Sometimes,23,Electronics,1201,9,2022-04-26
CUST0315,41,Other,65358,5534.96,43,128.72,Sporty,Yellow,0,Wednesday,Online,Sometimes,21,Beauty,1597,4,2024-08-18
CUST0316,29,Other,46774,2739.88,44,62.27,Formal,White,0,Monday,InStore,Always,88,Clothing,970,3,2021-03-22
CUST0317,35,Female,40277,2097.6,38,55.2,Formal,Green,1,Monday,InStore,Often,36,Electronics,6268,6,2022-10-30
CUST0318,55,Female,37150,2393.61,69,34.69,Vintage,Yellow,1,Sunday,InStore,Never,85,Footwear,9298,10,2021-01-25
CUST0319,34,Male,79780,12126.94,97,125.02,Bohemian,White,0,Saturday,Online,Rarely,42,Footwear,534,5,2023-12-31
CUST0320,28,Male,56950,2659.2,40,66.48,Formal,Green,1,Monday,InStore,Often,4,Home Decor,8248,5,2020-06-25
CUST0321,50,Female,73715,7931.22,61,130.02,Sporty,Yellow,0,Wednesday,InStore,Always,25,Footwear,1487,4,2020-08-30
CUST0322,45,Other,95719,11621.4,70,166.02,Bohemian,Black,1,Saturday,InStore,Often,72,Accessories,4913,2,2022-05-13
CUST0323,53,Male,38475,3110.4,81,38.4,Vintage,Yellow,1,Sunday,InStore,Rarely,29,Home Decor,5131,7,2021-11-19
CUST0324,41,Female,68538,12334.56,84,146.84,Sporty,White,0,Wednesday,Online,Often,75,Beauty,1933,10,2023-02-11
CUST0325,25,Male,26374,2572.24,74,34.76,Casual,Yellow,1,Friday,InStore,Sometimes,20,Accessories,3381,6,2024-11-07
CUST0326,60,Female,44993,1305.64,28,46.63,Vintage,Yellow,0,Sunday,InStore,Sometimes,81,Accessories,641,1,2024-11-07
CUST0327,25,Male,28962,1160.28,36,32.23,Casual,Green,0,Friday,Online,Often,12,Accessories,1258,7,2024-11-25
CUST0328,57,Female,44058,3023.89,71,42.59,Vintage,Red,0,Sunday,InStore,Often,2,Footwear,1550,9,2024-07-09
CUST0329,26,Other,40135,5168.7,90,57.43,Formal,Blue,0,Monday,InStore,Sometimes,17,Clothing,785,9,2020-06-23
CUST0330,34,Male,75472,2440.8,18,135.6,Bohemian,Black,1,Saturday,Online,Sometimes,68,Footwear,7205,3,2022-09-14
CUST0331,50,Male,76062,7317.75,55,133.05,Sporty,Blue,1,Wednesday,Online,Rarely,17,Accessories,459,10,2022-04-09
CUST0332,30,Other,74035,5680.64,56,101.44,Bohemian,Yellow,0,Saturday,Online,Sometimes,69,Beauty,99,10,2020-09-12
CUST0333,19,Other,20646,357.12,16,22.32,Casual,Red,1,Friday,Online,Rarely,33,Electronics,2608,4,2021-11-17
CUST0334,22,Male,33791,1966.48,94,20.92,Casual,Yellow,1,Friday,InStore,Often,54,Clothing,8481,10,2023-09-28
CUST0335,22,Female,23735,478.63,23,20.81,Casual,Blue,0,Friday,InStore,Often,26,Footwear,1440,7,2020-09-03
CUST0336,38,Female,61291,11190.4,80,139.88,Sporty,Blue,1,Wednesday,Online,Never,86,Clothing,1909,10,2020-12-05
CUST0337,53,Male,32951,3833.25,75,51.11,Vintage,Yellow,0,Sunday,InStore,Sometimes,59,Footwear,540,8,2023-08-28
CUST0338,19,Female,25724,442.2,15,29.48,Casual,Black,1,Friday,Online,Rarely,6,Clothing,2367,3,2022-10-25
CUST0339,41,Other,89311,5732.1,66,86.85,Sporty,Black,0,Wednesday,Online,Sometimes,15,Electronics,819,8,2021-02-22
CUST0340,49,Female,72639,11212.18,98,114.41,Sporty,White,0,Wednesday,Online,Often,8,Accessories,212,7,2020-07-14
CUST0341,40,Other,96288,12082.7,82,147.35,Bohemian,White,0,Saturday,InStore,Often,79,Clothing,1766,3,2022-01-28
CUST0342,65,Female,45994,844.8,24,35.2,Vintage,White,0,Sunday,Online,Sometimes,2,Home Decor,1778,9,2020-09-10
CUST0343,43,Female,77339,13622.05,95,143.39,Bohemian,Green,0,Saturday,Online,Often,62,Footwear,1359,7,2022-04-01
CUST0344,34,Other,41788,681.56,11,61.96,Formal,Blue,1,Monday,InStore,Often,10,Electronics,5353,4,2021-12-06
CUST0345,40,Male,61649,9110.14,74,123.11,Sporty,Green,1,Wednesday,Online,Rarely,59,Electronics,9488,8,2021-06-13
CUST0346,25,Male,34649,1635.0,50,32.7,Casual,White,0,Friday,Online,Sometimes,72,Beauty,0,2,2023-04-28
CUST0347,44,Other,90890,5017.44,48,104.53,Bohemian,Green,0,Saturday,InStore,Sometimes,44,Footwear,1690,1,2022-09-30
CUST0348,33,Other,50878,4960.44,81,61.24,Formal,Green,1,Monday,InStore,Sometimes,58,Clothing,1696,4,2024-06-11
CUST0349,23,Female,31637,2959.32,91,32.52,Casual,Green,1,Friday,InStore,Never,22,Electronics,2401,7,2023-10-07
CUST0350,22,Male,26419,1022.04,34,30.06,Casual,White,0,Friday,Online,Often,44,Clothing,1550,7,2023-08-17
CUST0351,19,Other,34762,2524.84,68,37.13,Casual,Green,0,Friday,InStore,Never,7,Beauty,1915,7,2023-12-09
CUST0352,40,Other,86657,5307.84,32,165.87,Bohemian,Green,0,Saturday,InStore,Rarely,50,Home Decor,1229,10,2025-04-23
CUST0353,44,Female,88881,5393.19,59,91.41,Sporty,Green,0,Wednesday,Online,Always,38,Electronics,1648,3,2023-08-15
CUST0354,32,Other,59743,5159.88,99,52.12,Formal,Green,1,Monday,InStore,Sometimes,41,Home Decor,9169,4,2023-05-02
CUST0355,29,Female,49521,6719.19,97,69.27,Formal,Yellow,0,Monday,InStore,Sometimes,23,Beauty,1111,6,2023-07-06
CUST0356,23,Other,38424,1457.63,71,20.53,Casual,Green,1,Friday,InStore,Always,69,Footwear,7020,1,2022-11-08
CUST0357,28,Male,70828,9197.64,58,158.58,Bohemian,Red,0,Saturday,Online,Often,21,Footwear,1399,5,2024-04-29
CUST0358,26,Other,49671,2815.56,36,78.21,Formal,Red,1,Monday,InStore,Never,87,Home Decor,9305,4,2022-07-30
CUST0359,37,Other,77785,11816.25,75,157.55,Bohemian,Black,0,Saturday,InStore,Sometimes,88,Footwear,1978,9,2024-10-21
CUST0360,18,Other,28235,971.6,35,27.76,Casual,White,0,Friday,InStore,Often,83,Footwear,1546,10,2021-10-16
CUST0361,44,Female,76437,5587.22,34,164.33,Bohemian,White,0,Saturday,InStore,Never,23,Home Decor,1052,2,2022-09-05
CUST0362,51,Other,44041,1968.75,45,43.75,Vintage,Black,0,Sunday,Online,Often,1,Footwear,955,3,2023-12-21
CUST0363,20,Male,30571,2658.26,86,30.91,Casual,Yellow,1,Friday,Online,Sometimes,46,Clothing,5307,9,2023-02-24
CUST0364,28,Other,57059,1408.32,18,78.24,Formal,Blue,1,Monday,InStore,Sometimes,45,Accessories,3595,6,2024-12-11
CUST0365,41,Other,69619,3960.11,37,107.03,Sporty,Green,1,Wednesday,InStore,Often,84,Clothing,1979,6,2021-01-06
CUST0366,54,Other,37989,882.6,15,58.84,Vintage,Black,1,Sunday,InStore,Always,50,Footwear,8951,5,2023-09-04
CUST0367,23,Female,36852,2858.25,75,38.11,Casual,White,0,Friday,Online,Sometimes,42,Beauty,168,2,2022-11-07
CUST0368,34,Other,57472,558.7,10,55.87,Formal,Red,0,Monday,InStore,Often,88,Electronics,1711,2,2022-01-26
CUST0369,34,Male,54261,4791.36,92,52.08,Formal,Yellow,0,Monday,Online,Often,5,Clothing,150,1,2021-06-10
CUST0370,30,Other,58287,1007.38,19,53.02,Formal,Blue,1,Monday,Online,Sometimes,52,Electronics,5283,1,2021-04-29
CUST0371,61,Male,33876,2382.9,78,30.55,Vintage,Yellow,0,Sunday,InStore,Sometimes,90,Clothing,732,9,2021-10-04
CUST0372,22,Male,29874,1904.43,87,21.89,Casual,Black,1,Friday,Online,Often,4,Electronics,2661,9,2024-10-15
CUST0373,28,Female,52812,5568.71,79,70.49,Formal,Yellow,0,Monday,Online,Often,83,Footwear,1960,1,2024-12-04
CUST0374,42,Male,74632,2678.0,25,107.12,Bohemian,Red,1,Saturday,InStore,Always,40,Accessories,5733,4,2021-12-10
CUST0375,65,Male,46795,1107.96,28,39.57,Vintage,Blue,0,Sunday,InStore,Rarely,15,Accessories,1374,10,2023-06-18
CUST0376,25,Female,38011,701.1,19,36.9,Casual,Yellow,0,Friday,Online,Rarely,75,Electronics,1948,6,2021-12-11
CUST0377,38,Male,81997,7591.59,93,81.63,Sporty,Red,1,Wednesday,InStore,Always,41,Electronics,7483,6,2020-07-31
CUST0378,34,Male,92723,15241.8,84,181.45,Bohemian,Green,1,Saturday,InStore,Always,22,Clothing,5231,4,2021-10-31
CUST0379,32,Male,49066,3273.76,56,58.46,Formal,Yellow,1,Monday,InStore,Sometimes,46,Footwear,8078,9,2024-05-23
CUST0380,20,Female,39877,447.2,20,22.36,Casual,Blue,0,Friday,Online,Often,10,Home Decor,154,1,2023-06-03
CUST0381,45,Other,71022,14252.28,84,169.67,Bohemian,White,0,Saturday,InStore,Sometimes,70,Beauty,966,3,2021-05-12
CUST0382,42,Other,67317,10542.55,85,124.03,Sporty,Black,0,Wednesday,Online,Sometimes,51,Footwear,1028,1,2023-09-02
CUST0383,35,Male,45434,5724.0,75,76.32,Formal,White,0,Monday,Online,Always,85,Accessories,1507,8,2024-08-19
CUST0384,36,Male,67170,9464.4,72,131.45,Sporty,Red,1,Wednesday,Online,Never,27,Beauty,6018,7,2022-11-10
CUST0385,65,Male,44897,811.5,15,54.1,Vintage,Yellow,1,Sunday,Online,Always,82,Footwear,4414,10,2023-02-20
CUST0386,43,Other,75696,7435.6,58,128.2,Bohemian,White,1,Saturday,InStore,Always,10,Beauty,4221,7,2021-10-04
CUST0387,34,Female,53298,3042.6,55,55.32,Formal,White,1,Monday,InStore,Never,18,Electronics,2813,4,2023-04-04
CUST0388,22,Male,26930,1015.29,29,35.01,Casual,Blue,1,Friday,InStore,Often,85,Accessories,6893,6,2023-12-11
CUST0389,25,Male,35689,2565.94,71,36.14,Casual,Green,0,Friday,InStore,Sometimes,32,Clothing,261,10,2022-07-23
CUST0390,30,Other,74414,17914.5,90,199.05,Bohemian,Red,0,Saturday,Online,Rarely,24,Beauty,1962,7,2023-08-13
CUST0391,43,Other,90893,1695.12,12,141.26,Bohemian,Yellow,1,Saturday,InStore,Rarely,78,Electronics,7991,3,2021-12-02
CUST0392,32,Other,59688,1712.48,28,61.16,Formal,Blue,1,Monday,Online,Often,59,Beauty,9776,2,2023-06-29
CUST0393,32,Male,52630,1905.54,26,73.29,Formal,Red,0,Monday,InStore,Always,88,Electronics,1692,3,2023-11-16
CUST0394,28,Other,75813,9385.6,70,134.08,Bohemian,Green,0,Saturday,InStore,Sometimes,16,Clothing,987,3,2023-12-06
CUST0395,42,Other,97116,1930.8,10,193.08,Bohemian,Yellow,1,Saturday,InStore,Sometimes,6,Home Decor,8780,7,2021-08-06
CUST0396,33,Other,52492,4090.5,54,75.75,Formal,Yellow,0,Monday,Online,Rarely,30,Clothing,580,10,2025-03-14
CUST0397,38,Male,78447,4858.6,34,142.9,Bohemian,Yellow,0,Saturday,InStore,Rarely,1,Electronics,1340,4,2023-11-08
CUST0398,42,Male,71870,3048.88,23,132.56,Sporty,White,1,Wednesday,Online,Sometimes,73,Footwear,4614,7,2020-10-26
CUST0399,32,Female,58091,5883.84,81,72.64,Formal,Blue,1,Monday,InStore,Sometimes,40,Beauty,5741,7,2021-05-09
CUST0400,27,Other,47529,3557.03,67,53.09,Formal,Blue,0,Monday,Online,Sometimes,44,Beauty,1257,1,2023-07-07
CUST0401,32,Male,40173,1618.68,21,77.08,Formal,White,1,Monday,Online,Rarely,48,Clothing,718,7,2022-02-12
CUST0402,60,Other,47072,2077.36,46,45.16,Vintage,Green,0,Sunday,InStore,Often,82,Electronics,899,1,2020-06-01
CUST0403,34,Male,49371,2542.86,34,74.79,Formal,Green,0,Monday,InStore,Often,47,Accessories,1341,1,2022-02-18
CUST0404,27,Female,49041,3635.6,61,59.6,Formal,Yellow,1,Monday,Online,Rarely,2,Home Decor,1224,2,2024-11-10
CUST0405,34,Other,93794,15353.55,81,189.55,Bohemian,Black,1,Saturday,InStore,Rarely,78,Accessories,7550,7,2023-08-02
CUST0406,25,Female,78555,4445.44,32,138.92,Bohemian,Green,0,Saturday,InStore,Sometimes,44,Clothing,1644,9,2021-02-27
CUST0407,50,Female,77626,6703.08,83,80.76,Sporty,Yellow,1,Wednesday,InStore,Sometimes,32,Footwear,7617,8,2024-01-07
CUST0408,25,Female,85793,4572.96,24,190.54,Bohemian,Red,1,Saturday,InStore,Always,87,Home Decor,3867,6,2024-08-21
CUST0409,56,Male,46924,2553.72,78,32.74,Vintage,Yellow,1,Sunday,Online,Never,87,Home Decor,5703,2,2022-04-20
CUST0410,30,Female,85615,6596.5,50,131.93,Bohemian,Blue,1,Saturday,Online,Often,25,Electronics,3371,4,2021-09-09
